label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.6401954889297485,0.5959375500679016,0.5395902991294861,0.5874720811843872,0.44039589166641235,0.49669981002807617,0.38041940331459045,0.4126984775066376,0.3252369165420532,0.3692411184310913,0.47263991832733154,0.3636990487575531,0.4590491056442261,0.2884061336517334,0.488265722990036,0.3781196177005768,0.509479820728302,0.44394099712371826,0.5334638357162476,0.3415294885635376,0.5241491198539734,0.2661358118057251,0.5493258833885193,0.3930778503417969,0.5628550052642822,0.4666910767555237,0.5932035446166992,0.3327379822731018,0.5886176228523254,0.2676547169685364,0.6008735299110413,0.39412304759025574,0.6061629056930542,0.4698997735977173,0.6518481969833374,0.33351510763168335,0.6469019651412964,0.2770923376083374,0.6480451226234436,0.36290132999420166,0.6465453505516052,0.4181450307369232
A,0.639426589012146,0.5948732495307922,0.5361818671226501,0.5865952968597412,0.4384908080101013,0.494904100894928,0.37889301776885986,0.41142261028289795,0.3242711126804352,0.36951807141304016,0.47342097759246826,0.3630940318107605,0.4606114625930786,0.2890379726886749,0.489715576171875,0.3789174556732178,0.510417640209198,0.44539016485214233,0.5345658659934998,0.34038329124450684,0.527061402797699,0.2673187851905823,0.5518525838851929,0.3934778869152069,0.5646963715553284,0.4652334153652191,0.5953116416931152,0.3315122127532959,0.5930461883544922,0.26660796999931335,0.6038876175880432,0.38986507058143616,0.607693076133728,0.4629838466644287,0.6543583273887634,0.33207082748413086,0.6553663611412048,0.25579434633255005,0.6620088815689087,0.3038060665130615,0.6651667356491089,0.3286885619163513
A,0.6422766447067261,0.5991859436035156,0.5402577519416809,0.585624635219574,0.4415549635887146,0.4971672296524048,0.3808421790599823,0.41439324617385864,0.32606935501098633,0.3743208050727844,0.47699981927871704,0.35778746008872986,0.4636722803115845,0.284453809261322,0.4925479292869568,0.37573325634002686,0.5134828090667725,0.44214218854904175,0.536872923374176,0.33761078119277954,0.5293907523155212,0.2695733606815338,0.5544168949127197,0.39376309514045715,0.5669183731079102,0.4661044776439667,0.5951700210571289,0.33070772886276245,0.5926156640052795,0.2679051160812378,0.6042985320091248,0.39025142788887024,0.6088771224021912,0.46599847078323364,0.6527100801467896,0.33355897665023804,0.6499161720275879,0.2814970910549164,0.6505864858627319,0.36508652567863464,0.648270308971405,0.42006513476371765
A,0.6422727108001709,0.5996865034103394,0.5397064685821533,0.5937358736991882,0.440884530544281,0.5027915239334106,0.3800659775733948,0.4167657196521759,0.3236706852912903,0.3709309995174408,0.47620993852615356,0.3582255244255066,0.46443942189216614,0.2895689606666565,0.493755578994751,0.38233044743537903,0.5144569873809814,0.44835445284843445,0.5377554297447205,0.33436477184295654,0.5323827266693115,0.26991111040115356,0.5574213862419128,0.3945190906524658,0.572620153427124,0.46279019117355347,0.5998609662055969,0.3269186019897461,0.6013988256454468,0.27075278759002686,0.6116461753845215,0.3900175094604492,0.6148642897605896,0.46464741230010986,0.6608535051345825,0.32849645614624023,0.6666949391365051,0.22038303315639496,0.6729691624641418,0.17815718054771423,0.674834668636322,0.1315511167049408
A,0.648543119430542,0.6023243069648743,0.5456918478012085,0.5913642644882202,0.44761183857917786,0.5033179521560669,0.38500452041625977,0.4180673360824585,0.3309072256088257,0.3709886074066162,0.4826311469078064,0.35490962862968445,0.4669729769229889,0.28102925419807434,0.4923558533191681,0.37529563903808594,0.5149391889572144,0.43716245889663696,0.5428105592727661,0.3362625241279602,0.5317983031272888,0.26478657126426697,0.5546172857284546,0.39671188592910767,0.5710325241088867,0.45988839864730835,0.6011601090431213,0.3309442400932312,0.5967223048210144,0.2664332985877991,0.6055404543876648,0.39694449305534363,0.612224280834198,0.4638187885284424,0.6598267555236816,0.33532923460006714,0.6541807055473328,0.28221094608306885,0.6522526144981384,0.37597063183784485,0.6506050825119019,0.43049412965774536
A,0.6468510031700134,0.6012062430381775,0.5449935793876648,0.5896686315536499,0.4453393518924713,0.5020036101341248,0.38442569971084595,0.41593292355537415,0.32987546920776367,0.3666898012161255,0.47562313079833984,0.36151042580604553,0.4640997350215912,0.28841012716293335,0.4930795133113861,0.3802236020565033,0.5143936276435852,0.4450762867927551,0.5374598503112793,0.3390064835548401,0.5291476845741272,0.2657310366630554,0.55462646484375,0.39490655064582825,0.5691627264022827,0.4662390351295471,0.5975030660629272,0.33087706565856934,0.5949233174324036,0.267980694770813,0.6056855916976929,0.3951101005077362,0.6099019646644592,0.4679712653160095,0.6561720371246338,0.33397120237350464,0.6518711447715759,0.28267836570739746,0.6509157419204712,0.3740382492542267,0.6476854085922241,0.4297487437725067
A,0.6451252698898315,0.601007878780365,0.5450326204299927,0.5880681276321411,0.445672869682312,0.5008466839790344,0.3848368525505066,0.41567838191986084,0.330278217792511,0.3662849962711334,0.47446852922439575,0.36214566230773926,0.46532300114631653,0.2907443642616272,0.49515601992607117,0.38090768456459045,0.5162400007247925,0.4462272822856903,0.5364634990692139,0.33988428115844727,0.5301051139831543,0.2662140130996704,0.5559666752815247,0.39499542117118835,0.5697435140609741,0.467744380235672,0.596947968006134,0.33228957653045654,0.596230149269104,0.26897579431533813,0.6069883108139038,0.3958427608013153,0.6102548837661743,0.46941709518432617,0.6562446355819702,0.33599853515625,0.6534306406974792,0.2822946310043335,0.6527149677276611,0.37341076135635376,0.6484199166297913,0.4298933744430542
A,0.6459147930145264,0.5997169017791748,0.5441961288452148,0.5870638489723206,0.4452993869781494,0.4998908042907715,0.3846113681793213,0.41529595851898193,0.33049869537353516,0.3681674003601074,0.4760058522224426,0.3636816740036011,0.46489858627319336,0.2889021337032318,0.49444448947906494,0.3775230050086975,0.5156680941581726,0.443412721157074,0.5372271537780762,0.3417229950428009,0.5296275019645691,0.2660086750984192,0.5552502274513245,0.3943287134170532,0.569758415222168,0.46603304147720337,0.5971871018409729,0.334555447101593,0.5954490900039673,0.2677405774593353,0.6059348583221436,0.39446020126342773,0.610221803188324,0.4674094021320343,0.6563773155212402,0.338623046875,0.6538776159286499,0.28371602296829224,0.6523133516311646,0.37421756982803345,0.6481744647026062,0.42989686131477356
A,0.644330620765686,0.6007708311080933,0.5437594652175903,0.5868399143218994,0.4440617561340332,0.49704813957214355,0.38362687826156616,0.4131612181663513,0.32933175563812256,0.3688160181045532,0.4769996702671051,0.3627888560295105,0.4634643793106079,0.2872505187988281,0.49364736676216125,0.37570396065711975,0.5152551531791687,0.4426303505897522,0.5377786159515381,0.34053701162338257,0.529806911945343,0.26728004217147827,0.5554516911506653,0.39331963658332825,0.5684195160865784,0.46757638454437256,0.5971373319625854,0.333179771900177,0.5952506065368652,0.2683981657028198,0.605991005897522,0.39233967661857605,0.6095981597900391,0.4683970510959625,0.6553351879119873,0.33685123920440674,0.653832733631134,0.2804246246814728,0.6535610556602478,0.3631962239742279,0.6500208973884583,0.4170740246772766
A,0.641718864440918,0.596092939376831,0.5373662114143372,0.5851384401321411,0.44015681743621826,0.4947742819786072,0.37880581617355347,0.41072413325309753,0.32372912764549255,0.3690401017665863,0.4758879840373993,0.3544817268848419,0.465366393327713,0.28722822666168213,0.4950670301914215,0.37834420800209045,0.5150895118713379,0.44348573684692383,0.5370228290557861,0.3331398367881775,0.5328096151351929,0.26863962411880493,0.5579926371574402,0.39272159337997437,0.5702632665634155,0.4607695937156677,0.5977053642272949,0.3271065652370453,0.599578857421875,0.2677493691444397,0.6092734932899475,0.3856453597545624,0.610546886920929,0.4557740092277527,0.6563675999641418,0.33127129077911377,0.6623410582542419,0.24504034221172333,0.6711875796318054,0.2584589421749115,0.6748808026313782,0.2546519637107849
A,0.6438472867012024,0.5984232425689697,0.5398792624473572,0.5846081972122192,0.442568838596344,0.4957152009010315,0.38186848163604736,0.413194477558136,0.3266870081424713,0.3736492991447449,0.47988831996917725,0.3535921573638916,0.4661504626274109,0.2841278910636902,0.4938727915287018,0.3758028447628021,0.5156311392784119,0.44036075472831726,0.5400882959365845,0.33450621366500854,0.5305138230323792,0.26989638805389404,0.5551134943962097,0.3939540684223175,0.569346010684967,0.4629485607147217,0.5985808372497559,0.32879698276519775,0.5929358005523682,0.2645399570465088,0.604625940322876,0.3869766294956207,0.6115013360977173,0.460726797580719,0.655823290348053,0.3333361744880676,0.6526294946670532,0.27029043436050415,0.6550472974777222,0.34167933464050293,0.6561627984046936,0.3878675401210785
A,0.6436764597892761,0.6014981865882874,0.5391067266464233,0.591180145740509,0.44106799364089966,0.4990726411342621,0.37947288155555725,0.41394248604774475,0.3237135410308838,0.3720022439956665,0.47977104783058167,0.35316354036331177,0.4678148031234741,0.28622451424598694,0.4969436228275299,0.37854111194610596,0.5168266892433167,0.44443097710609436,0.5407169461250305,0.3319268822669983,0.535577654838562,0.2715131640434265,0.5598082542419434,0.3933943212032318,0.5731332898139954,0.4604547619819641,0.6015484929084778,0.3274376392364502,0.6029883027076721,0.27184635400772095,0.611770510673523,0.3872230350971222,0.6131371855735779,0.46065500378608704,0.6610729694366455,0.3322333097457886,0.6695448756217957,0.2268357276916504,0.6779741644859314,0.18318314850330353,0.6803913116455078,0.13549453020095825
A,0.6417242288589478,0.6003953814506531,0.5380013585090637,0.5869948863983154,0.4422997832298279,0.4977383315563202,0.38153964281082153,0.41416189074516296,0.3270239233970642,0.37045469880104065,0.4799179434776306,0.35455387830734253,0.4653840959072113,0.2840968072414398,0.49066978693008423,0.3763233721256256,0.5123249888420105,0.4368755519390106,0.5410962700843811,0.33513498306274414,0.5308314561843872,0.2646383047103882,0.5529691576957703,0.39368000626564026,0.5674070715904236,0.46019917726516724,0.600104570388794,0.33014893531799316,0.5950371623039246,0.2668123245239258,0.6048672199249268,0.39443719387054443,0.6116714477539062,0.4641578793525696,0.658221960067749,0.33560413122177124,0.6540426015853882,0.2766304612159729,0.6536774635314941,0.36082494258880615,0.6529003977775574,0.4119626581668854
A,0.6411495804786682,0.599457859992981,0.5379900336265564,0.5868926048278809,0.44114190340042114,0.4953145980834961,0.3813028335571289,0.41177353262901306,0.3254317045211792,0.3734336197376251,0.47911450266838074,0.3569696247577667,0.46386072039604187,0.2863011360168457,0.4932442307472229,0.3757654130458832,0.513847827911377,0.4415740966796875,0.5389679670333862,0.33650824427604675,0.5290223956108093,0.26999160647392273,0.5539361834526062,0.3935229778289795,0.5663555860519409,0.4645533263683319,0.5985937714576721,0.33186161518096924,0.5940308570861816,0.2700654864311218,0.6043846607208252,0.390044242143631,0.6079690456390381,0.46258407831192017,0.656151533126831,0.33767613768577576,0.6563035249710083,0.273734986782074,0.6588983535766602,0.33323660492897034,0.6588401794433594,0.3671026825904846
